code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
11177,"Sauce tomate aux champignons, préemballée",aides culinaires et ingrédients divers,sauces,,1.79,7.78,2.68,2.35,4.58,86.5,12.0,0.07,0.44,20.0,14.0,0.15,32.0,150.0,20.0,410.0,0.18,,1070.0,0.94,2.07,0.8,,8.54,0.03,0.02,2.22,0.16,0.062,34.5,0.074
11178,"Sauce tomate aux olives, préemballée",aides culinaires et ingrédients divers,sauces,,1.41,7.5,7.32,3.34,3.68,81.4,30.0,0.09,0.96,20.0,9.1,0.11,30.0,160.0,20.0,738.0,0.17,,1720.0,,3.72,4.62,,3.75,0.025,0.01,3.26,0.41,0.06,16.5,
11179,"Sauce pesto, préemballée",aides culinaires et ingrédients divers,sauces,370.0,3.94,6.6,35.4,2.5,3.2,46.6,150.0,0.28,0.59,20.0,36.0,0.38,94.0,200.0,20.0,1060.0,0.66,13.0,831.0,0.25,17.9,127.0,,92.6,0.047,0.097,0.59,0.31,0.073,25.8,
11182,"Sauce au poivre, chaude, préemballée",aides culinaires et ingrédients divers,sauces,,1.0,4.8,14.8,1.13,1.76,75.7,19.0,0.02,0.43,20.0,4.6,0.13,31.0,60.0,20.0,630.0,0.16,21.0,5.0,0.25,3.52,27.3,,,0.31,0.039,0.16,0.2,0.013,11.3,0.074
11189,"Sauce au fromage pour risotto ou pâtes, préemballée",aides culinaires et ingrédients divers,sauces,,3.11,4.24,9.53,1.4,0.68,82.9,,,,,,,,,,543.0,,,,,,,,,,,,,,,
11191,"Sauce au roquefort, préemballée",aides culinaires et ingrédients divers,sauces,,2.85,4.4,10.9,0.6,1.1,80.9,,,,,,,,,,495.0,,,,,,,,,,,,,,,
11192,"Sauce aux champignons et à la crème, préemballée",aides culinaires et ingrédients divers,sauces,,1.38,6.2,5.0,0.5,1.52,86.1,,,,,,,,,,383.0,,,,,,,,,,,,,,,
11199,"Sauce grand veneur, préemballée",aides culinaires et ingrédients divers,sauces,,1.5,8.45,7.0,,6.6,,,,,,,,,,,440.0,,,,,,,,,,,,,,,
11202,"Sauce indienne type tandoori ou tikka masala, préemballée",aides culinaires et ingrédients divers,sauces,,2.6,14.3,1.7,1.9,12.3,,,,,,,,,,,930.0,,,,,,,,,,,,,,,
11207,"Sauce tomate aux petits légumes, préemballée",aides culinaires et ingrédients divers,sauces,,1.54,7.57,2.9,2.12,5.22,,,,,,,,,,,389.0,,,,,,,,,,,,,,,
11208,"Sauce tomate au fromage, préemballée",aides culinaires et ingrédients divers,sauces,,3.94,8.09,14.2,2.41,4.6,,,,,,,,,,,516.0,,,,,,,,,,,,,,,
11210,"Sauce pesto rosso, préemballée",aides culinaires et ingrédients divers,sauces,,4.8,8.58,27.0,4.15,2.75,,,,,,,,,,,775.0,,,,,,,,,,,,,,,
11218,Sauce chaude (aliment moyen),aides culinaires et ingrédients divers,sauces,,2.66,7.03,7.45,1.68,3.83,81.2,44.2,0.074,0.53,14.9,19.1,0.089,37.2,316.0,3.89,466.0,0.37,24.9,229.0,0.27,1.72,,,6.08,0.087,0.091,0.84,0.21,0.09,16.6,0.14
11302,"Sauce à l'oseille, préemballée",aides culinaires et ingrédients divers,sauces,,1.3,1.7,15.0,3.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,
25600,"Céleri rémoulade, préemballé",aides culinaires et ingrédients divers,sauces,113.0,0.94,3.14,10.2,2.2,1.8,81.5,34.0,0.06,0.23,20.0,8.8,0.09,40.0,260.0,20.0,469.0,0.21,21.0,7.86,0.5,2.2,10.5,,3.06,0.018,0.029,0.1,0.49,0.089,6.39,0.08
51502,"Meloukhia, sauce, artisanale",aides culinaires et ingrédients divers,sauces,,1.13,0.2,21.0,8.4,,67.7,81.8,1.0,1.9,10.0,37.3,1.0,7.1,179.0,5.0,378.0,1.0,,83.0,,12.4,,,,0.05,0.09,0.05,0.27,0.05,28.4,
11300,"Sauce au chocolat, préemballée",aides culinaires et ingrédients divers,sauces,277.0,3.8,26.2,16.8,3.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,
39700,"Crème anglaise, préemballée",aides culinaires et ingrédients divers,sauces,105.0,3.44,16.7,2.5,1.0,12.9,77.7,110.0,0.01,0.11,20.0,10.0,0.01,91.0,140.0,50.0,53.7,0.38,28.9,69.8,0.5,0.24,0.8,,0.45,0.028,0.19,0.11,0.39,0.021,9.03,0.23
11004,"Cornichon, au vinaigre",aides culinaires et ingrédients divers,condiments,19.4,1.06,0.78,0.6,1.5,0.6,93.7,65.0,0.05,0.25,20.0,23.0,0.06,26.0,120.0,20.0,689.0,0.13,0.0,369.0,0.0,0.48,42.8,,0.5,0.13,0.01,0.2,0.11,0.01,11.5,0.0
11013,Moutarde,aides culinaires et ingrédients divers,condiments,152.0,6.92,4.33,11.2,1.0,1.66,67.9,86.3,0.082,1.83,3.0,48.3,0.39,130.0,150.0,6.0,1860.0,0.67,0.0,51.0,0.0,0.36,1.4,,0.3,0.11,0.048,0.57,0.19,0.071,7.5,0.0
11018,Vinaigre,aides culinaires et ingrédients divers,condiments,22.6,0.04,0.62,0.1,0.0,0.04,92.9,9.0,0.0075,0.37,5.0,12.3,0.15,19.0,54.8,0.1,13.1,0.015,0.0,0.0,0.0,0.0,0.0,,0.5,0.0,0.0,0.0,0.0,0.001,0.0,0.0
11021,Moutarde à l'ancienne,aides culinaires et ingrédients divers,condiments,142.0,6.6,2.2,9.9,4.5,2.2,67.8,110.0,0.16,1.7,20.0,95.0,0.57,210.0,200.0,70.0,1960.0,1.1,21.0,29.3,0.25,1.18,2.63,,0.5,0.22,0.044,0.94,0.21,0.018,18.0,
11040,"Câpres, au vinaigre",aides culinaires et ingrédients divers,condiments,,2.18,3.5,0.86,3.6,0.41,83.9,40.0,0.37,1.67,,33.0,0.078,10.0,40.0,,1620.0,0.32,0.0,83.0,0.0,0.88,24.6,,4.3,0.018,0.14,0.65,0.027,0.023,23.0,0.0
11043,Tapenade,aides culinaires et ingrédients divers,condiments,,1.3,2.6,23.0,3.7,0.2,62.3,63.0,0.15,4.3,4.5,20.0,0.05,23.0,258.0,2.2,1280.0,0.4,0.0,162.0,0.0,4.49,,,1.05,0.0,0.09,1.1,0.02,0.02,0.0,0.0
11055,Oignon au vinaigre,aides culinaires et ingrédients divers,condiments,,0.56,2.5,0.2,1.8,1.98,93.0,24.0,,0.4,,12.0,,29.0,110.0,,908.0,,,,,,,,7.0,0.03,0.03,0.2,,0.22,20.7,0.0
11090,Vinaigre de cidre,aides culinaires et ingrédients divers,condiments,,0.0,0.93,0.0,0.0,0.4,93.8,7.0,0.008,0.2,,5.0,0.25,8.0,73.0,,5.0,0.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11091,Vinaigre balsamique,aides culinaires et ingrédients divers,condiments,125.0,0.69,25.8,0.6,0.5,19.1,70.3,18.0,0.03,0.95,20.0,12.0,0.19,24.0,160.0,20.0,27.0,0.12,,5.0,0.25,,0.8,,0.5,0.015,0.01,0.1,0.072,1.71,5.5,
11097,"Cornichon, aigre-doux",aides culinaires et ingrédients divers,condiments,36.0,1.25,5.0,0.35,1.5,4.0,91.5,,,,,,,,,,386.0,,,,,,,,,,,,,,,
11220,Vinaigre de vin rouge,aides culinaires et ingrédients divers,condiments,21.6,0.5,,0.0,0.0,,91.5,10.0,0.01,0.41,,5.9,0.06,11.0,74.0,20.0,5.1,0.08,,8.94,0.25,0.08,0.8,,0.5,0.015,0.01,0.1,0.037,0.015,5.0,
13032,"Olive noire, en saumure, égouttée",aides culinaires et ingrédients divers,condiments,,1.38,0.1,17.2,6.2,0.0,74.9,80.0,0.18,8.5,20.0,16.0,0.07,7.9,19.0,50.0,706.0,0.14,0.0,265.0,0.0,6.1,1.4,,0.5,0.017,0.01,0.1,0.038,0.025,5.0,0.0
13033,"Olive verte, en saumure, égouttée",aides culinaires et ingrédients divers,condiments,155.0,1.31,,15.7,3.6,,75.8,58.0,0.11,0.16,20.0,24.0,0.03,6.7,31.0,20.0,1260.0,0.07,0.0,26.5,0.25,5.23,13.9,,0.5,0.015,0.01,0.1,0.035,0.018,5.0,0.0
13131,"Olive noire, à l'huile (à la grecque)",aides culinaires et ingrédients divers,condiments,332.0,2.19,0.1,33.3,11.6,,45.7,110.0,0.27,1.7,20.0,29.0,0.28,60.0,320.0,50.0,3380.0,0.62,0.0,12.2,0.0,2.57,,,0.62,0.058,0.05,0.19,0.17,0.048,5.83,0.028
13147,"Olives vertes, fourrées ou farcies (anchois, poivrons, etc.)",aides culinaires et ingrédients divers,condiments,,2.09,0.61,15.2,4.33,0.4,75.0,66.8,0.23,0.3,27.7,11.2,0.1,14.8,32.9,5.0,1110.0,0.11,2.0,,0.5,4.18,,,38.6,0.04,0.021,0.11,0.08,0.04,13.8,0.08
13184,Olive (aliment moyen),aides culinaires et ingrédients divers,condiments,162.0,1.39,0.043,16.5,4.38,0.011,74.6,64.2,0.13,1.79,10.9,22.0,0.046,9.02,37.9,12.9,1210.0,0.1,0.052,73.4,0.1,5.26,11.3,,2.27,0.012,0.0072,0.057,0.04,0.02,3.2,0.0051
13186,Olive noire (aliment moyen),aides culinaires et ingrédients divers,condiments,,1.49,0.05,19.5,6.97,0.0,70.7,84.3,0.19,7.53,10.0,17.9,0.1,15.3,62.0,25.0,1090.0,0.21,0.0,229.0,0.0,5.6,1.4,,0.3,0.023,0.011,0.07,0.056,0.028,2.98,0.004
11001,"Bouillon de boeuf, déshydraté",aides culinaires et ingrédients divers,aides culinaires,240.0,10.2,19.7,13.3,0.65,3.95,2.6,32.7,0.12,0.35,5.0,21.9,0.1,127.0,344.0,4.6,13200.0,0.32,0.0,,0.0,2.17,,,0.0,1.38,0.23,2.09,0.48,0.29,76.3,0.34
11169,"Fond de veau pour sauces et cuisson, déshydraté",aides culinaires et ingrédients divers,aides culinaires,343.0,8.5,59.5,7.4,2.1,22.3,4.2,39.0,0.06,0.68,20.0,30.0,0.16,170.0,450.0,50.0,6660.0,1.1,21.0,,0.5,,1.4,,,2.19,0.29,4.23,0.87,0.13,223.0,0.55
11171,"Fond de volaille pour sauces et cuisson, déshydraté",aides culinaires et ingrédients divers,aides culinaires,341.0,7.4,66.3,4.9,1.3,13.6,,,,,,,,,,,4990.0,,,,,,,,,,,,,,,
11172,"Court-bouillon pour poissons, déshydraté",aides culinaires et ingrédients divers,aides culinaires,260.0,5.0,7.0,23.0,2.5,4.5,,,,,,,,,,,19000.0,,,,,,,,,,,,,,,
11174,"Bouillon de volaille, déshydraté",aides culinaires et ingrédients divers,aides culinaires,233.0,11.3,20.8,11.5,0.58,5.38,9.37,,,,,,,,,,19800.0,,,,,,,,,,,,,,,
11175,"Gelée au madère, déshydratée",aides culinaires et ingrédients divers,aides culinaires,248.0,44.5,17.0,0.2,0.1,1.25,4.7,66.0,,4.8,,2.0,,440.0,45.0,,11500.0,,,,,,,,,,,,,,,
11176,Gelée au madère,aides culinaires et ingrédients divers,aides culinaires,11.3,2.0,0.8,0.01,0.004,0.1,,,,,,,,,,,590.0,,,,,,,,,,,,,,,
11304,"Fond de veau, préemballé",aides culinaires et ingrédients divers,aides culinaires,40.9,3.15,2.4,2.05,0.1,0.7,,,,,,,,,,,340.0,,,,,,,,,,,,,,,
25525,"Pizza, sauce garniture pour",aides culinaires et ingrédients divers,aides culinaires,38.5,2.12,3.2,0.73,4.17,3.2,87.4,50.0,,0.9,,18.0,,29.0,908.0,,234.0,,0.0,,0.0,2.9,,,7.0,0.07,0.05,1.13,0.4,0.15,22.0,0.0
25918,"Bouillon de viande et légumes type pot-au-feu, déshydraté",aides culinaires et ingrédients divers,aides culinaires,213.0,10.3,17.7,11.1,0.67,2.87,4.53,,,,,,,,511.0,,21600.0,,,,,,,,,,,,,,10.0,
25970,"Bouillon de viande et légumes type pot-au-feu, non dégraissé, déshydraté",aides culinaires et ingrédients divers,aides culinaires,212.0,11.6,28.9,5.4,0.0,2.8,2.4,23.0,0.02,0.33,20.0,15.0,0.08,100.0,300.0,20.0,19400.0,0.17,21.0,42.7,0.25,1.98,9.07,,,0.015,0.053,2.41,0.33,0.018,20.4,0.47
25971,"Bouillon de viande et légumes type pot-au-feu, dégraissé, déshydraté",aides culinaires et ingrédients divers,aides culinaires,197.0,10.8,30.9,3.1,0.0,2.2,2.5,34.0,0.02,0.29,20.0,16.0,0.07,140.0,600.0,20.0,19300.0,0.21,21.0,44.7,0.25,0.98,11.8,,,0.98,0.92,2.49,0.42,0.017,30.2,0.63
11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",aides culinaires et ingrédients divers,sels,0.0,0.0,0.0,0.0,0.0,0.0,0.027,13.3,0.15,0.29,1.8,3.15,0.12,8.0,16.9,0.5,39100.0,0.088,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11044,Sel au céleri,aides culinaires et ingrédients divers,sels,49.0,1.81,4.14,2.53,1.19,0.0,,,,,,,,,,,35000.0,,,,,,,,,,,,,,,
11058,"Sel blanc alimentaire, iodé, non fluoré (marin, ignigène ou gemme)",aides culinaires et ingrédients divers,sels,0.0,0.0,0.0,0.0,0.0,0.0,0.027,13.3,,,1860.0,3.15,,,16.9,,39100.0,,,,,,,,,,,,,,,
11082,"Fleur de sel, non iodée, non fluorée",aides culinaires et ingrédients divers,sels,0.0,0.0,0.0,0.0,0.0,0.0,3.75,171.0,,,,424.0,,,103.0,,37700.0,,,,,,,,,,,,,,,
11083,"Sel marin gris, non iodé, non fluoré",aides culinaires et ingrédients divers,sels,0.0,0.0,0.0,0.0,0.0,0.0,5.09,181.0,,,200.0,503.0,,,99.3,,32200.0,,,,,,,,,,,,,,,
11096,"Sel blanc alimentaire, iodé, fluoré à 25 mg /100 g (marin, ignigène ou gemme)",aides culinaires et ingrédients divers,sels,0.0,0.0,0.0,0.0,0.0,0.0,0.027,13.3,,,1860.0,3.15,,,16.9,,39100.0,,,,,,,,,,,,,,,
11005,"Curry, poudre",aides culinaires et ingrédients divers,épices,301.0,14.5,2.63,14.0,53.2,2.63,8.8,525.0,1.2,19.1,0.5,255.0,8.3,367.0,1170.0,,52.0,4.7,0.0,11.0,0.0,25.2,99.8,,0.7,0.18,0.2,3.26,1.07,0.11,56.0,0.0
11006,"Gingembre, poudre",aides culinaires et ingrédients divers,épices,335.0,8.98,58.3,4.24,14.1,3.39,9.94,114.0,0.48,19.8,,214.0,33.3,168.0,1320.0,,27.0,3.64,0.0,18.0,0.0,0.0,0.8,,0.7,0.046,0.17,9.62,0.48,0.63,13.0,0.0
11015,"Poivre noir, poudre",aides culinaires et ingrédients divers,épices,330.0,13.3,39.5,7.5,25.7,0.64,9.0,480.0,1.0,17.0,20.0,190.0,15.0,170.0,1600.0,20.0,14.2,0.99,0.0,608.0,0.25,1.93,144.0,,0.5,0.12,0.01,0.46,1.82,0.23,21.8,0.0
11019,"Poivre blanc, poudre",aides culinaires et ingrédients divers,épices,310.0,11.4,48.3,2.11,26.2,,11.4,265.0,0.91,14.3,,90.0,4.3,176.0,73.0,3.0,5.0,1.13,0.0,,0.0,,0.0,,21.0,0.022,0.13,0.21,,0.1,10.0,0.0
11025,"Cannelle, poudre",aides culinaires et ingrédients divers,épices,243.0,3.87,27.5,1.22,53.1,2.17,10.6,1000.0,0.34,8.32,,60.0,17.5,64.0,431.0,3.1,10.0,1.83,0.0,112.0,0.0,2.32,31.2,,3.8,0.022,0.041,1.33,0.36,0.16,6.0,0.0
11026,"Coriandre, graine",aides culinaires et ingrédients divers,épices,346.0,12.4,13.0,17.8,41.9,,8.88,709.0,0.98,16.3,,330.0,1.9,409.0,1270.0,,35.0,4.7,0.0,,0.0,,,,21.0,0.24,0.29,2.13,,,0.0,0.0
11039,Safran,aides culinaires et ingrédients divers,épices,352.0,11.4,61.5,5.85,3.9,42.4,11.9,111.0,0.33,11.1,,264.0,28.4,252.0,1720.0,,148.0,1.09,0.0,318.0,0.0,1.69,,,80.8,0.12,0.27,1.46,,1.01,93.0,0.0
11042,"Cumin, graine",aides culinaires et ingrédients divers,épices,427.0,17.8,33.7,22.3,10.5,2.25,8.06,931.0,0.87,66.4,,366.0,3.33,499.0,1790.0,,168.0,4.8,0.0,762.0,0.0,3.33,5.4,,7.7,0.63,0.33,4.58,,0.44,10.0,0.0
11048,Noix de muscade,aides culinaires et ingrédients divers,épices,507.0,5.3,28.5,36.3,20.8,2.99,6.22,184.0,1.03,3.04,,183.0,2.9,213.0,350.0,1.6,16.0,2.15,0.0,28.0,0.0,0.0,0.0,,3.0,0.35,0.057,1.3,,0.16,76.0,0.0
11049,Paprika,aides culinaires et ingrédients divers,épices,319.0,14.1,19.1,12.9,34.9,10.3,11.2,229.0,0.71,21.1,,178.0,1.59,314.0,2280.0,,68.0,4.33,0.0,,0.0,29.1,80.3,,0.9,0.33,1.23,10.1,2.51,2.14,49.0,0.0
11052,Clou de girofle,aides culinaires et ingrédients divers,épices,335.0,5.97,31.6,13.0,33.9,2.38,9.87,632.0,0.37,11.8,,259.0,60.1,104.0,1020.0,,277.0,2.32,0.0,45.0,0.0,8.82,142.0,,0.2,0.16,0.22,1.56,0.51,0.39,25.0,0.0
11053,"Laurier, feuille",aides culinaires et ingrédients divers,épices,353.0,7.61,48.6,8.36,26.3,48.6,5.44,834.0,0.42,43.0,,120.0,8.17,113.0,529.0,,23.0,3.7,0.0,3710.0,0.0,1.79,,,46.5,0.009,0.42,2.01,,1.74,180.0,0.0
11056,Quatre épices,aides culinaires et ingrédients divers,épices,348.0,6.09,50.5,8.69,21.6,,8.46,661.0,0.55,7.06,,135.0,2.94,113.0,1040.0,,77.0,1.01,0.0,,0.0,,,,39.2,0.1,0.063,2.86,,0.21,36.0,0.0
11057,"Vanille, gousse",aides culinaires et ingrédients divers,épices,,,,,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
11061,"Pavot, graine",aides culinaires et ingrédients divers,épices,551.0,19.7,13.7,43.1,14.8,2.99,5.17,1440.0,1.63,9.58,,339.0,6.71,860.0,710.0,,23.5,9.05,0.0,,0.0,1.14,0.0,,1.0,0.85,0.14,0.94,0.32,0.4,82.0,0.0
11064,"Carvi, graine",aides culinaires et ingrédients divers,épices,334.0,19.8,11.9,14.6,38.0,0.64,9.87,689.0,0.91,16.2,,258.0,1.3,568.0,1350.0,,17.0,5.5,0.0,206.0,0.0,2.5,0.0,,21.0,0.38,0.38,3.61,,0.36,10.0,0.0
11065,"Vanille, extrait alcoolique",aides culinaires et ingrédients divers,épices,240.0,0.05,2.41,0.0,0.0,,64.5,,0.023,0.13,,5.0,0.48,22.0,98.0,,4.0,0.06,0.0,,0.0,,,,0.0,0.008,0.071,0.32,0.026,0.019,0.0,0.0
11066,"Fenouil, graine",aides culinaires et ingrédients divers,épices,326.0,15.7,12.5,14.9,39.8,12.5,8.81,1200.0,1.07,18.5,,385.0,6.53,487.0,1690.0,,88.0,3.7,0.0,81.0,0.0,2.72,0.0,,21.0,0.41,0.35,6.05,,0.47,0.0,0.0
11074,"Gingembre, racine crue",aides culinaires et ingrédients divers,épices,32.9,1.1,3.4,1.1,2.7,1.0,90.9,11.0,0.05,0.4,20.0,26.0,7.0,26.0,320.0,20.0,6.3,0.24,0.0,43.0,0.25,0.75,0.8,,0.5,0.018,0.01,0.1,0.13,0.1,11.8,0.0
11075,"Cardamome, poudre",aides culinaires et ingrédients divers,épices,321.0,10.8,40.5,6.7,28.0,,8.28,383.0,0.38,14.0,,229.0,28.0,178.0,1120.0,,18.0,7.47,0.0,,0.0,,,,21.0,0.2,0.18,1.1,,0.23,,0.0
11077,"Fenugrec, graine",aides culinaires et ingrédients divers,épices,350.0,27.1,33.8,6.41,24.6,8.7,7.72,176.0,1.11,33.5,,191.0,1.23,296.0,770.0,,67.0,2.5,0.0,,0.0,,,,3.0,0.32,0.37,1.64,,0.6,57.0,0.0
11081,Epice (aliment moyen),aides culinaires et ingrédients divers,épices,346.0,12.3,37.7,10.4,25.9,2.14,8.86,450.0,0.97,17.0,9.75,189.0,13.1,186.0,1430.0,8.86,19.2,1.44,0.0,576.0,0.096,2.99,118.0,,2.61,0.15,0.064,1.05,1.77,0.29,30.2,0.0
11088,Poivre de Cayenne ou piment de Cayenne,aides culinaires et ingrédients divers,épices,376.0,12.0,29.4,17.3,27.2,10.3,8.05,148.0,0.37,7.8,,152.0,2.0,293.0,2010.0,,30.0,2.48,0.0,,0.0,29.8,80.3,,76.4,0.33,0.92,8.7,,2.45,106.0,0.0
11089,"Curcuma, poudre",aides culinaires et ingrédients divers,épices,291.0,9.68,44.4,3.25,22.7,3.21,12.9,168.0,1.3,55.0,,208.0,19.8,299.0,2080.0,,27.0,4.5,0.0,,0.0,4.43,13.4,,0.7,0.058,0.15,1.35,0.54,0.11,20.0,0.0
11098,"Vanille, extrait aqueux",aides culinaires et ingrédients divers,épices,57.7,0.03,14.4,0.0,0.0,14.4,85.6,3.0,0.003,0.05,,1.0,0.001,0.0,,,3.0,0.01,0.0,,0.0,0.0,0.0,,0.0,0.003,0.029,0.13,0.011,0.008,0.0,0.0
11000,"Ail, cru",aides culinaires et ingrédients divers,herbes,111.0,5.31,18.6,0.5,5.8,1.2,67.8,11.0,0.19,0.63,20.0,20.0,0.2,130.0,530.0,20.0,9.0,0.75,0.0,5.0,0.25,0.08,0.8,,0.5,0.2,0.01,0.1,0.36,1.1,26.1,0.0
11002,"Cerfeuil, frais",aides culinaires et ingrédients divers,herbes,39.9,3.72,3.63,0.6,2.55,0.6,87.4,273.0,0.073,1.6,2.8,34.0,1.7,40.6,597.0,0.1,10.0,1.1,0.0,,,2.9,,,37.0,0.13,0.34,1.5,0.3,0.026,220.0,0.0
11003,"Ciboule ou Ciboulette, fraîche",aides culinaires et ingrédients divers,herbes,29.7,2.57,2.1,0.52,3.19,1.75,90.6,92.8,0.1,1.31,2.2,23.8,0.85,46.3,275.0,0.35,11.5,0.45,0.0,1610.0,0.0,0.99,260.0,,39.7,0.065,0.12,0.57,0.19,0.12,78.3,0.0
11014,"Persil, frais",aides culinaires et ingrédients divers,herbes,43.0,3.71,3.48,0.63,4.3,0.95,85.5,218.0,0.12,4.67,5.0,39.5,1.7,65.0,598.0,0.1,54.3,0.77,2.0,5050.0,0.0,1.73,1220.0,,177.0,0.1,0.2,1.51,0.35,0.15,134.0,0.0
11016,"Raifort, cru",aides culinaires et ingrédients divers,herbes,,7.5,13.0,0.7,7.5,,69.3,93.7,0.23,1.3,0.9,25.0,0.46,80.5,587.0,0.2,6.0,1.4,0.0,11.0,0.0,0.0,,,152.0,0.14,0.11,0.6,,0.18,,0.0
11027,"Menthe, fraîche",aides culinaires et ingrédients divers,herbes,57.6,3.52,5.3,0.84,7.4,5.3,82.1,221.0,0.28,8.48,,71.5,1.15,66.5,514.0,0.5,30.5,1.1,0.0,740.0,0.0,5.0,,,22.6,0.08,0.22,1.33,0.29,0.14,110.0,0.0
11033,"Basilic, frais",aides culinaires et ingrédients divers,herbes,34.8,3.35,2.55,0.47,3.47,0.37,91.7,273.0,0.39,5.24,,64.0,1.15,56.0,295.0,,12.0,0.81,0.0,3140.0,0.0,0.8,415.0,,14.5,0.034,0.076,0.9,0.21,0.16,68.0,0.0
11068,"Romarin, frais",aides culinaires et ingrédients divers,herbes,121.0,3.31,6.6,5.86,14.1,,67.8,317.0,0.3,6.65,,91.0,0.96,66.0,668.0,,26.0,0.93,0.0,,0.0,,,,21.8,0.036,0.15,0.91,0.8,0.34,109.0,0.0
11069,"Sauge, fraîche",aides culinaires et ingrédients divers,herbes,36.7,4.0,0.97,0.5,7.0,0.3,85.6,230.0,0.13,4.6,20.0,54.0,1.9,57.0,510.0,20.0,11.1,0.28,0.0,652.0,0.25,1.46,44.9,,0.5,0.14,0.09,0.1,0.68,0.14,72.1,
11070,"Thym, frais",aides culinaires et ingrédients divers,herbes,107.0,5.56,10.5,1.68,14.0,,65.1,405.0,0.56,17.5,,160.0,1.72,106.0,609.0,,9.0,1.81,0.0,2850.0,0.0,1.7,,,160.0,0.048,0.47,1.82,0.41,0.35,45.0,0.0
11080,Herbes aromatiques fraîches (aliment moyen),aides culinaires et ingrédients divers,herbes,49.4,3.58,4.15,0.8,5.64,1.99,84.2,218.0,0.22,6.06,,56.7,1.37,64.8,508.0,0.28,34.7,0.88,0.43,3240.0,0.00018,2.23,870.0,,103.0,0.08,0.2,1.29,0.32,0.16,105.0,0.0
11092,"Estragon, frais",aides culinaires et ingrédients divers,herbes,44.0,3.8,4.1,,6.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,
11093,"Aneth, frais",aides culinaires et ingrédients divers,herbes,48.2,3.93,3.9,1.1,3.5,1.2,86.0,202.0,0.22,5.5,3.9,28.0,2.7,51.9,647.0,2.7,27.0,1.8,0.0,,0.0,1.7,,,70.0,0.19,0.43,2.4,0.3,0.3,116.0,0.0
11094,"Coriandre, fraiche",aides culinaires et ingrédients divers,herbes,22.3,2.13,0.87,0.52,2.8,0.87,92.2,67.0,0.23,1.77,,26.0,0.43,48.0,521.0,,46.0,0.5,0.0,3930.0,0.0,2.5,310.0,,27.0,0.067,0.16,1.11,0.57,0.15,62.0,0.0
11306,"Ail, rôti/cuit au four",aides culinaires et ingrédients divers,herbes,127.0,5.56,23.8,0.5,2.7,1.4,65.4,11.0,0.18,0.64,20.0,21.0,0.22,140.0,490.0,20.0,5.0,0.73,,5.0,0.25,0.44,0.8,,0.5,0.16,0.043,0.1,0.34,1.37,37.4,
11307,"Ail, sauté/poêlé, sans matière grasse",aides culinaires et ingrédients divers,herbes,130.0,6.0,22.0,0.4,5.8,1.0,63.5,12.0,0.17,0.77,20.0,22.0,0.23,150.0,580.0,20.0,5.0,0.96,,5.6,,0.39,0.8,,4.09,0.14,0.032,0.75,0.3,0.94,19.3,
11023,"Ail séché, poudre",aides culinaires et ingrédients divers,herbes,344.0,16.7,62.8,0.77,9.45,2.43,6.48,79.5,0.53,4.2,,67.5,0.98,416.0,1150.0,,43.0,2.81,0.0,0.0,0.0,0.67,0.4,,2.39,0.45,0.15,0.74,0.74,1.65,47.0,0.0
11024,"Persil, séché",aides culinaires et ingrédients divers,herbes,291.0,29.0,16.8,5.34,29.7,7.27,3.95,658.0,0.62,38.0,,386.0,5.57,492.0,4490.0,,422.0,5.78,0.0,1150.0,0.0,8.96,1360.0,,137.0,0.62,2.32,10.2,1.79,1.14,187.0,0.0
11029,"Menthe, séchée",aides culinaires et ingrédients divers,herbes,283.0,19.9,22.2,6.03,29.8,,11.3,1490.0,1.54,87.5,,602.0,11.5,276.0,1920.0,,344.0,2.41,0.0,,0.0,,,,0.0,0.29,1.42,6.56,1.4,2.58,530.0,0.0
11032,"Basilic, séché",aides culinaires et ingrédients divers,herbes,244.0,23.0,10.1,4.07,37.7,1.71,10.4,2240.0,2.1,89.8,,711.0,9.8,274.0,2630.0,,76.0,7.1,0.0,378.0,0.0,10.7,1710.0,,0.8,0.08,1.2,4.9,0.84,1.34,310.0,0.0
11034,"Marjolaine, séchée",aides culinaires et ingrédients divers,herbes,276.0,12.7,20.3,7.04,40.3,4.09,7.64,1990.0,1.13,82.7,,346.0,5.43,306.0,1520.0,,77.0,3.6,0.0,4810.0,0.0,1.69,622.0,,51.4,0.29,0.32,4.12,,1.19,274.0,0.0
