code,nom,groupe,sous_groupe,energie_kcal,proteines,glucides,lipides,fibres,sucres,eau,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,retinol,beta_carotene,vitamine_D,vitamine_E,vitamine_K1,vitamine_K2,vitamine_C,vitamine_B1,vitamine_B2,vitamine_B3,vitamine_B5,vitamine_B6,vitamine_B9,vitamine_B12
25010,"Petit salé ou saucisse aux lentilles, préemballé",entrées et plats composés,plats composés,118.0,8.24,8.89,4.87,2.83,1.51,73.5,20.0,0.2,1.8,2.0,19.4,0.3,145.0,167.0,2.8,384.0,1.2,2.0,280.0,0.5,0.39,,,0.5,0.24,0.075,1.5,0.23,0.14,22.9,0.13
25013,"Pot-au-feu, préemballé",entrées et plats composés,plats composés,77.5,10.9,3.2,2.02,1.5,1.5,82.9,23.5,0.15,1.69,6.0,16.2,0.069,,189.0,10.0,130.0,3.48,,718.0,,,,,,,,,,,4.6,
25065,Boeuf aux carottes,entrées et plats composés,plats composés,96.6,13.2,3.3,3.15,1.1,0.6,78.5,15.9,0.1,0.9,3.5,11.3,0.1,95.0,119.0,3.2,231.0,3.5,0.0,456.0,0.0,0.4,,,2.0,0.07,0.16,1.77,0.44,0.16,9.5,0.8
25071,Potée auvergnate (chou et porc),entrées et plats composés,plats composés,82.1,6.0,3.7,4.3,2.3,0.86,82.5,30.5,0.09,1.05,4.0,14.3,0.15,78.0,221.0,2.4,356.0,0.6,0.0,587.0,0.0,0.5,,,10.5,0.18,0.09,1.23,0.31,0.16,19.9,0.2
25098,"Cassoulet au porc, appertisé",entrées et plats composés,plats composés,132.0,8.3,8.6,6.3,4.0,1.8,71.1,,,,,,,,293.0,,500.0,,,,,,,,,,,,,,,
25099,"Cassoulet au canard ou oie, appertisé",entrées et plats composés,plats composés,161.0,10.5,10.1,7.86,3.86,1.09,68.6,,,,,,,,307.0,,416.0,,,,,,,,,,,,,,,
25103,Tomate farcie,entrées et plats composés,plats composés,122.0,5.49,2.0,9.67,2.31,0.88,78.5,18.4,0.066,0.87,4.0,12.8,0.12,62.0,199.0,2.2,280.0,0.75,10.0,,0.1,1.1,,,7.0,0.06,0.06,0.9,,0.07,,
25106,"Chou farci, préemballé",entrées et plats composés,plats composés,94.9,5.3,2.0,6.6,3.13,2.0,81.2,145.0,0.23,,,41.4,0.65,,,5.33,350.0,0.8,,,,,,,,,,,,,,
25111,"Chili con carne, préemballé",entrées et plats composés,plats composés,118.0,7.13,13.0,3.35,3.56,2.58,74.2,32.8,0.15,1.6,2.0,27.3,0.2,78.5,282.0,,371.0,1.2,2.0,233.0,0.5,0.88,4.6,,2.25,0.088,0.068,1.25,0.16,0.15,44.0,0.35
25123,Moussaka,entrées et plats composés,plats composés,147.0,5.82,5.16,10.8,2.84,3.01,76.0,16.0,0.06,0.62,5.2,22.0,0.06,150.0,576.0,1.4,393.0,0.47,37.0,150.0,0.2,0.46,,,3.1,0.06,0.11,1.3,0.33,0.09,10.0,0.6
25124,Navarin d'agneau aux légumes,entrées et plats composés,plats composés,133.0,8.05,5.0,8.61,1.65,0.9,73.7,22.1,0.065,1.31,5.16,17.9,0.16,107.0,230.0,1.8,260.0,0.85,20.7,846.0,0.039,0.84,,,4.76,0.1,0.14,3.15,0.4,0.14,18.4,1.19
25159,Tajine de mouton,entrées et plats composés,plats composés,132.0,12.8,4.5,6.83,1.0,2.4,73.0,5.1,0.1,1.6,2.0,14.7,0.1,102.0,211.0,1.0,394.0,3.0,4.0,700.0,0.5,0.71,,,0.5,0.07,0.16,2.95,0.23,0.19,24.0,1.65
25164,Osso buco,entrées et plats composés,plats composés,96.7,11.2,3.5,4.08,0.6,1.1,77.4,13.7,0.057,0.6,3.3,18.4,0.066,97.4,234.0,3.24,586.0,1.26,0.0,481.0,0.0,0.53,,,2.4,0.083,0.12,3.48,0.25,0.19,11.0,0.38
25190,"Poulet basquaise, préemballé",entrées et plats composés,plats composés,107.0,9.3,2.5,6.4,1.3,2.0,,,,,,,,,,,355.0,,,,,,,,,,,,,,,
25204,"Tajine de poulet, préemballé",entrées et plats composés,plats composés,127.0,7.54,14.4,3.7,3.0,6.8,72.7,18.0,0.06,0.45,20.0,17.0,0.13,82.0,220.0,20.0,466.0,0.46,21.0,152.0,0.25,1.27,7.32,,0.5,0.14,0.037,2.3,0.39,0.096,30.2,0.075
25205,"Chop suey (porc ou poulet), préemballé",entrées et plats composés,plats composés,78.2,5.0,7.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25511,Légumes farcis (sauf tomate),entrées et plats composés,plats composés,69.8,6.4,3.6,3.0,1.4,2.59,81.1,27.1,0.1,0.56,6.4,14.1,0.096,77.6,184.0,2.58,277.0,0.63,10.3,93.2,0.088,0.55,,,4.86,0.1,0.13,1.24,0.46,0.11,21.2,0.18
10082,Moules marinières (oignons et vin blanc),entrées et plats composés,plats composés,92.0,10.3,7.43,2.24,0.53,1.05,76.5,,,,,,,,,,345.0,,,,,,,,,,,,,,,
10083,"Moules farcies (matière grasse, persillade…), préemballées, crues",entrées et plats composés,plats composés,284.0,9.56,4.43,24.8,1.26,0.3,57.5,40.0,0.11,2.5,100.0,45.0,0.16,180.0,180.0,30.0,430.0,2.0,209.0,,0.25,1.79,11.4,,0.5,0.015,0.14,1.09,0.34,0.063,54.2,19.3
25037,"Gratin ou cassolette de poisson et / ou fruits de mer,  préemballé, cru",entrées et plats composés,plats composés,105.0,6.13,8.39,5.1,0.5,2.48,78.4,58.2,0.05,0.41,,13.8,,37.1,223.0,,328.0,0.55,,,,,,,,,,,,,,
25038,"Gratin ou cassolette de poisson et / ou fruits de mer, préemballé, cuit",entrées et plats composés,plats composés,117.0,6.69,5.28,7.5,0.7,1.6,78.2,52.0,0.03,0.28,20.0,24.0,0.05,120.0,180.0,20.0,366.0,0.47,58.7,225.0,0.25,0.63,3.6,,0.5,0.015,0.043,0.1,0.28,0.022,19.4,0.95
25077,"Saumon à l'oseille, préemballé",entrées et plats composés,plats composés,133.0,8.36,7.43,7.65,0.73,0.58,71.2,,,,,,,,,,277.0,,,,,,,,,,,,,,,
25086,"Poisson blanc à la bordelaise, préemballé",entrées et plats composés,plats composés,176.0,14.8,5.3,10.4,1.0,1.09,67.5,21.1,1.0,1.2,92.0,17.5,1.0,162.0,317.0,4.9,513.0,1.0,2.0,,0.9,2.6,,,9.7,0.05,0.05,9.2,0.18,0.05,5.0,2.2
25128,"Poisson blanc à la provençale ou niçoise (sauce tomate), préemballé",entrées et plats composés,plats composés,75.2,9.31,3.1,2.3,2.4,2.0,83.6,16.1,,1.0,71.0,24.2,,99.0,348.0,3.8,280.0,,2.0,449.0,0.2,1.1,,,,0.05,0.07,1.2,0.25,0.05,5.0,1.1
25140,"Poisson blanc à la florentine (sauce aux épinards), préemballé",entrées et plats composés,plats composés,100.0,11.4,2.9,4.35,2.0,1.95,,,,,,,,,,,232.0,,,,,,,,,,,,,,,
25141,"Poisson blanc à la marinière (sauce aux oignons, vin blanc, moules), préemballé",entrées et plats composés,plats composés,80.0,11.5,2.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25142,"Poisson blanc à la sauce moutarde, préemballé",entrées et plats composés,plats composés,90.8,9.2,5.4,3.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25143,"Poisson blanc à la parisienne (sauce aux champignons), préemballé",entrées et plats composés,plats composés,79.9,9.16,3.0,3.25,1.0,0.86,84.2,,,,,,,,,,220.0,,,,,,,,,,,,,,,
25145,"Poisson blanc à l'estragon, préemballé",entrées et plats composés,plats composés,77.2,8.8,4.2,2.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25146,"Poisson blanc sauce oseille, préemballé",entrées et plats composés,plats composés,114.0,11.8,3.9,5.5,1.0,1.65,78.6,40.0,0.03,0.24,44.0,27.0,0.04,130.0,260.0,50.0,350.0,0.33,38.8,0.0,0.5,1.1,3.6,,0.5,0.075,0.06,0.8,0.2,0.058,18.8,1.87
25210,"Saumon farci, préemballé",entrées et plats composés,plats composés,227.0,18.8,0.4,16.2,2.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
25539,Brochette de poisson,entrées et plats composés,plats composés,127.0,18.0,0.86,5.71,0.29,0.85,73.8,26.5,0.026,0.72,65.5,28.4,0.049,190.0,320.0,11.7,223.0,0.25,18.4,59.8,1.41,1.02,,,6.33,0.074,0.067,2.84,0.29,0.26,12.0,2.03
25540,Brochette de crevettes,entrées et plats composés,plats composés,93.5,18.5,1.5,1.5,0.0,0.0,75.0,100.0,0.01,1.7,31.5,36.8,0.085,153.0,169.0,4.92,140.0,0.51,7.22,71.5,0.21,1.96,,,8.33,0.034,0.038,1.79,0.25,0.11,10.1,1.14
26054,"Poisson en sauce, surgelé",entrées et plats composés,plats composés,132.0,13.3,3.18,7.05,1.25,1.3,75.0,18.2,0.051,0.4,79.5,19.7,0.042,164.0,331.0,4.58,327.0,0.26,19.0,0.0,1.13,2.31,,,0.0,0.086,0.086,1.77,0.25,0.17,34.5,1.53
26140,Poisson cuit (aliment moyen),entrées et plats composés,plats composés,144.0,23.5,0.0,5.52,0.0,0.0,69.3,29.9,0.069,0.69,61.7,30.0,0.037,228.0,347.0,36.2,216.0,0.61,10.5,0.82,3.69,0.91,,,0.96,0.11,0.12,5.27,0.59,0.33,17.7,3.87
26249,"Poisson blanc, cuit (aliment moyen)",entrées et plats composés,plats composés,107.0,22.0,0.0,2.18,0.0,0.0,74.0,30.3,0.051,0.38,63.5,27.0,0.026,192.0,296.0,32.3,354.0,0.58,8.18,1.5,1.59,0.71,,,0.45,0.061,0.089,2.2,0.25,0.21,15.0,1.92
26250,"Poisson blanc, de mer, cuit (aliment moyen)",entrées et plats composés,plats composés,106.0,22.1,0.0,2.0,0.0,0.0,74.0,27.6,0.05,0.37,68.3,26.6,0.014,189.0,294.0,33.7,392.0,0.56,7.82,1.77,1.19,0.71,,,0.37,0.06,0.09,2.14,0.23,0.21,13.6,1.99
25031,Paëlla,entrées et plats composés,plats composés,148.0,7.86,17.1,4.9,1.85,1.2,66.9,38.7,0.11,0.69,4.0,25.4,0.13,90.0,148.0,10.0,343.0,0.68,5.0,125.0,0.5,1.3,,,1.95,0.073,0.45,2.6,0.42,0.12,18.8,1.1
25107,Couscous au poisson,entrées et plats composés,plats composés,105.0,7.5,14.2,1.6,1.7,1.7,75.6,24.0,0.1,4.1,10.0,23.0,0.2,89.0,192.0,,337.0,0.4,0.9,1020.0,0.1,1.2,,,7.6,0.1,0.1,,0.2,0.1,24.0,0.5
25154,"Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson, préemballé",entrées et plats composés,plats composés,117.0,6.39,8.57,6.15,1.1,1.62,74.9,46.8,1.0,1.0,20.0,17.1,1.0,90.0,190.0,4.7,323.0,1.0,16.0,50.0,1.1,1.5,,,1.0,0.05,0.09,0.32,0.23,0.05,5.0,0.36
25456,Sushi ou Maki aux produits de la mer,entrées et plats composés,plats composés,171.0,6.69,26.9,3.7,0.9,4.93,60.3,16.0,0.08,0.25,20.0,14.0,0.21,81.0,130.0,20.0,218.0,0.44,21.0,66.4,1.14,0.33,2.78,,1.11,0.031,0.018,1.28,0.34,0.15,9.19,1.36
8296,Terrine ou mousse de légumes,entrées et plats composés,plats composés,,4.05,5.6,9.56,2.55,1.77,75.9,50.5,,0.78,6.0,24.0,,132.0,232.0,,524.0,0.7,20.0,,0.2,2.11,,,2.16,2.82,1.34,3.98,,0.36,110.0,
8297,Flan de légumes,entrées et plats composés,plats composés,,5.38,4.13,18.6,2.3,2.06,68.0,72.0,0.06,0.75,20.0,12.0,0.09,100.0,200.0,20.0,354.0,0.58,156.0,1790.0,0.25,1.36,44.3,,0.5,0.1,0.18,0.7,0.44,0.073,51.4,0.6
20194,"Haricots blancs à la sauce tomate, appertisés",entrées et plats composés,plats composés,,4.67,10.1,0.4,5.5,1.65,78.9,,,,,,,,,,349.0,,,,,,,,,,,,,,,
20240,"Piperade basquaise, préemballée",entrées et plats composés,plats composés,,1.1,6.5,3.8,3.4,4.9,84.5,7.6,0.05,0.24,20.0,7.9,0.08,14.0,190.0,20.0,300.0,0.09,,1450.0,,1.3,3.77,,12.2,0.029,0.016,0.62,0.071,0.063,11.0,
20262,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue",entrées et plats composés,plats composés,81.2,2.6,12.1,1.77,3.6,1.5,81.7,24.5,,6.0,,,,,,,500.0,,,,,,,,30.8,,,,,,,
20273,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue",entrées et plats composés,plats composés,,3.13,5.83,3.93,2.55,3.1,,,,,,,,,,,73.0,,,,,,,,,,,,,,,
20274,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue",entrées et plats composés,plats composés,,1.61,4.33,1.77,4.14,2.66,86.5,,,,,,,,,,167.0,,,,,,,,,,,,,,,
20498,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée",entrées et plats composés,plats composés,,1.89,3.59,1.21,2.94,1.81,91.4,,,,,,,,,,134.0,,,,,,,,,,,,,,,
25018,"Ratatouille cuisinée, préemballée",entrées et plats composés,plats composés,,1.22,4.97,3.15,2.03,3.91,88.0,16.4,0.074,0.38,3.0,18.6,0.13,22.0,295.0,10.0,369.0,0.17,10.0,373.0,0.0,1.56,,,25.2,0.03,0.03,0.56,,0.04,18.0,
25026,"Épinards à la crème, préemballés",entrées et plats composés,plats composés,,2.5,4.1,2.9,1.9,1.19,86.9,,,,,,,,,,287.0,,,,,,,,,,,,,,,
25052,"Gratin d'aubergine, préemballé",entrées et plats composés,plats composés,,1.95,5.45,8.68,2.35,3.8,80.9,,,,,,,,,,172.0,,,,,,,,,,,,,,,
25056,Gratin dauphinois,entrées et plats composés,plats composés,,3.38,14.5,4.2,1.5,2.08,74.7,38.6,0.044,0.32,8.2,13.8,0.079,95.0,219.0,2.2,325.0,0.29,49.0,11.0,0.0,0.24,,,3.1,0.02,0.081,0.94,0.24,0.04,7.0,0.0
25073,Endive au jambon,entrées et plats composés,plats composés,,7.44,4.71,6.3,1.5,1.98,78.4,77.2,0.1,0.38,8.11,18.2,0.1,146.0,104.0,3.13,259.0,0.6,44.7,291.0,0.28,0.23,,,3.72,0.24,0.14,1.45,0.28,0.11,14.3,0.3
25101,"Gratin de chou-fleur, préemballé",entrées et plats composés,plats composés,,3.0,3.3,6.5,1.3,0.88,82.1,96.6,0.12,0.27,,10.7,0.1,,147.0,,420.0,2.3,,,,,,,,,,,,,,
25162,Gratin de légumes,entrées et plats composés,plats composés,,3.44,6.91,6.7,1.7,3.42,79.6,83.1,0.087,0.51,4.03,16.6,0.13,65.5,175.0,1.8,228.0,0.49,26.9,567.0,0.084,1.84,,,12.6,0.051,0.072,0.46,0.27,0.11,41.0,0.12
25196,"Riste d'aubergines (aubergines, tomates, oignons), préemballée",entrées et plats composés,plats composés,,1.05,10.6,10.4,2.6,5.2,,,,,,,,,,,470.0,,,,,,,,,,,,,,,
25199,"Palet ou galette de légumes, préfrit, surgelé",entrées et plats composés,plats composés,,3.29,10.7,5.44,2.61,3.34,79.4,,,,,,,,,,351.0,,,,,,,,,,,,,,,
25208,"Palet ou galette de légumes, préfrit, surgelé, cuit",entrées et plats composés,plats composés,,3.31,8.45,5.7,2.6,3.0,78.2,40.0,0.06,0.52,20.0,16.0,0.15,58.0,250.0,20.0,301.0,0.36,21.0,986.0,0.25,2.63,20.2,,1.23,0.19,0.11,0.1,0.31,0.088,33.8,0.18
25220,"Choucroute, sans garniture, égouttée, cuite",entrées et plats composés,plats composés,75.3,1.38,0.1,6.6,4.5,0.2,85.6,43.0,0.05,0.3,20.0,6.8,0.09,15.0,83.0,20.0,505.0,0.15,21.0,5.0,0.25,0.4,31.0,,17.2,0.015,0.01,0.1,0.11,0.055,19.1,0.028
25524,"Tomate à la provençale, fait maison",entrées et plats composés,plats composés,,1.65,6.55,4.32,2.0,2.71,83.6,23.0,0.068,0.67,2.37,13.1,0.18,33.0,247.0,0.93,188.0,0.22,11.0,1480.0,0.01,1.64,,,21.5,0.063,0.038,0.61,0.32,0.11,22.2,0.0
25556,Beignet de légumes,entrées et plats composés,plats composés,,3.52,23.0,8.52,1.95,3.03,64.8,52.4,0.078,0.72,6.62,17.7,0.18,68.1,209.0,2.55,275.0,0.4,20.1,197.0,0.16,2.86,,,13.2,0.058,0.14,0.42,0.39,0.12,43.0,0.14
25571,"Falafel ou Boulette de pois-chiche et/ou fève, frite",entrées et plats composés,plats composés,252.0,8.25,18.7,14.4,7.7,1.4,48.0,57.0,0.3,2.1,20.0,51.0,0.93,180.0,390.0,20.0,640.0,1.3,0.0,35.0,0.25,6.9,10.0,,0.5,0.047,0.01,0.1,0.43,0.17,105.0,0.0
25588,"Gratin de légumes en sauce blanche type béchamel, cuit",entrées et plats composés,plats composés,,3.64,6.74,6.5,1.0,3.2,79.9,84.0,0.03,0.31,20.0,13.0,0.09,88.0,190.0,20.0,255.0,0.44,55.2,609.0,0.25,0.81,22.9,,1.94,0.064,0.1,0.15,0.43,0.052,24.4,0.33
25590,"Falafel ou Boulette de pois-chiche et/ou fève, préemballé",entrées et plats composés,plats composés,211.0,7.38,17.7,10.8,6.0,3.57,55.7,57.0,0.24,1.6,20.0,40.0,0.77,99.0,340.0,20.0,347.0,1.0,,43.8,0.25,4.04,23.6,,0.5,0.15,0.044,0.43,0.36,0.082,57.3,
9082,"Blé dur précuit cuisiné, en sachet micro-ondable",entrées et plats composés,plats composés,188.0,4.93,29.5,4.84,2.58,2.21,57.0,,,,,,,,,,463.0,,,,0.0,8.99,,,,0.72,0.016,3.0,0.0,0.12,118.0,0.0
9083,"Blé dur précuit, grains entiers, cuisiné, à poêler",entrées et plats composés,plats composés,344.0,11.1,67.2,1.59,6.28,2.64,,,,,,,,,,,603.0,,,,,,,,,,,,,,,
25019,"Ravioli à la viande, sauce tomate, appertisé",entrées et plats composés,plats composés,95.3,4.22,12.5,2.83,1.41,2.23,79.1,25.3,0.074,1.09,5.5,13.8,0.24,60.9,169.0,2.2,382.0,0.49,0.0,150.0,0.14,0.32,,,1.22,0.37,0.27,1.25,0.4,0.15,3.0,
25081,Lasagnes ou cannelloni à la viande (bolognaise),entrées et plats composés,plats composés,134.0,6.29,13.5,5.72,1.91,2.84,74.3,44.8,0.12,0.71,8.67,21.0,0.21,82.9,194.0,10.0,385.0,0.78,12.0,107.0,0.11,0.91,,,2.57,0.064,0.1,1.19,0.31,0.12,7.49,0.45
25085,"Pâtes à la bolognaise (spaghetti, tagliatelles…)",entrées et plats composés,plats composés,116.0,5.32,13.6,4.07,1.9,2.64,69.5,14.0,0.08,0.79,5.0,19.6,0.15,58.3,176.0,1.1,329.0,0.9,0.0,150.0,0.0,1.31,,,4.22,0.05,0.05,1.1,0.4,0.14,9.05,0.32
25088,Riz cantonais,entrées et plats composés,plats composés,164.0,5.46,23.6,4.94,1.74,1.28,62.9,16.7,0.1,0.4,2.0,8.47,0.1,60.6,78.0,1.18,361.0,0.5,4.0,60.0,0.5,0.91,,,0.97,0.12,0.051,1.1,0.18,0.085,33.0,0.14
25110,"Ravioli chinois à la vapeur à la crevette, cuit",entrées et plats composés,plats composés,190.0,5.5,27.8,5.5,3.6,1.1,59.4,31.0,0.04,0.57,20.0,12.0,0.045,65.0,56.0,20.0,383.0,0.31,21.0,5.0,0.25,0.97,0.8,,0.5,0.015,0.01,0.27,0.061,0.038,24.5,0.65
25122,Gratin de pâtes,entrées et plats composés,plats composés,179.0,7.06,16.4,9.2,1.0,2.19,64.7,116.0,0.05,0.4,5.4,20.0,0.1,137.0,124.0,4.9,340.0,0.88,67.0,0.0,0.3,0.34,,,1.1,0.09,0.13,0.64,0.28,0.06,6.0,0.39
25131,"Lasagnes ou cannellonis aux légumes, préemballées, cuits",entrées et plats composés,plats composés,103.0,2.75,11.0,4.85,2.25,4.75,74.0,,,,,,,,,,222.0,,,,,,,,,,,,,,,
25135,"Pâtes à la carbonara (spaghetti, tagliatelles…)",entrées et plats composés,plats composés,161.0,5.91,14.2,8.7,1.18,1.79,66.0,36.1,0.08,0.45,8.0,14.6,0.15,86.2,87.1,1.0,347.0,1.0,47.8,60.0,0.1,1.19,,,0.82,0.13,0.08,1.9,0.3,0.06,7.29,0.11
25139,"Lasagnes ou cannellonis au poisson, préemballées",entrées et plats composés,plats composés,148.0,7.28,13.0,7.1,1.68,2.03,71.2,63.0,,0.41,,,,,,,403.0,,,,,,,,,,,,,,,
25149,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, cuites",entrées et plats composés,plats composés,226.0,10.0,26.8,8.3,1.9,4.4,51.3,72.3,0.3,0.48,5.2,16.2,0.2,88.5,47.9,13.0,317.0,0.7,24.9,15.0,0.05,0.1,,,0.2,0.029,0.047,0.29,0.27,0.04,7.47,0.18
25150,"Couscous de légumes, préemballé",entrées et plats composés,plats composés,108.0,4.32,16.4,2.25,2.24,2.54,71.1,,,,,,,,,,274.0,,,,,,,,,,,,,,,
25155,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, cuites",entrées et plats composés,plats composés,219.0,7.94,27.8,7.5,3.4,3.53,51.2,69.0,0.13,0.57,20.0,20.0,0.23,93.0,130.0,20.0,420.0,0.51,21.0,157.0,0.25,0.64,0.8,,0.5,0.07,0.07,1.32,0.45,0.058,8.62,0.25
25157,"Pâtes fraîches farcies (ex : raviolis, totellinis), à la viande (ex : bolognaise), préemballées, crues",entrées et plats composés,plats composés,265.0,11.4,40.3,5.79,3.15,3.91,35.3,37.5,,0.72,,,,,,,512.0,,,,,,,,,,,,,,,
25158,"Pâtes fraîches farcies (ex : raviolis, tortellinis), à la viande (ex : bolognaise), préemballées, cuites",entrées et plats composés,plats composés,174.0,6.94,25.1,4.65,2.15,1.0,60.3,29.0,0.12,0.78,20.0,17.5,0.26,85.5,95.0,35.0,206.0,0.74,21.0,82.0,0.38,0.28,0.74,,0.5,0.19,0.049,0.51,0.32,0.051,13.6,0.57
25181,"Pâtes fraîches farcies (ex : raviolis, tortellinis, ravioles du Dauphiné), au fromage, préemballées, crues",entrées et plats composés,plats composés,268.0,11.3,37.3,7.69,2.23,3.83,42.9,141.0,1.0,1.0,,21.7,1.0,165.0,112.0,,458.0,1.0,23.0,50.0,,0.1,,,,0.07,0.13,0.26,0.47,0.05,11.4,0.6
25182,"Pâtes fraîches farcies (ex : raviolis, tortellinis), au fromage et aux légumes, préemballées, crues",entrées et plats composés,plats composés,262.0,9.98,41.4,5.69,2.87,3.46,37.5,,,,,,,,,,422.0,,,,,,,,,,,,,,,
25183,Nouilles sautées/poêlées aux crevettes,entrées et plats composés,plats composés,104.0,4.88,12.6,3.4,1.6,1.7,76.4,22.0,0.07,0.5,20.0,19.0,0.19,54.0,100.0,20.0,334.0,0.42,21.0,380.0,0.25,0.68,7.53,,0.5,0.053,0.35,0.37,0.18,0.056,77.0,0.21
25184,"Riz blanc, avec poulet, préemballé, cuit",entrées et plats composés,plats composés,175.0,4.23,31.5,3.19,0.99,3.48,,,,,,,,,,,312.0,,,,,,,,,,,,,,,
25185,"Riz blanc, avec légumes et viande, préemballé, cuit",entrées et plats composés,plats composés,167.0,4.61,28.3,3.57,0.98,1.91,,,,,,,,,,,338.0,,,,,,,,,,,,,,,
25187,"Risotto, aux légumes, préemballé",entrées et plats composés,plats composés,120.0,2.74,18.4,3.8,0.5,0.85,73.6,,,,,,,,,,304.0,,,,,,,,,,,,,,,
25188,"Risotto, aux fruits de mer, préemballé",entrées et plats composés,plats composés,130.0,5.47,12.5,6.07,1.15,2.02,,,,,,,,,,,337.0,,,,,,,,,,,,,,,
25189,"Risotto, aux fromages, préemballé",entrées et plats composés,plats composés,195.0,5.65,30.9,5.16,0.7,0.58,,,,,,,,,,,328.0,,,,,,,,,,,,,,,
25192,"Raviolis aux légumes, sauce tomate, appertisés",entrées et plats composés,plats composés,91.1,2.88,13.5,2.45,1.7,2.83,78.5,15.0,0.11,1.1,20.0,16.0,0.15,32.0,280.0,20.0,300.0,0.21,21.0,1170.0,0.25,0.85,9.31,,0.5,0.05,0.033,1.14,0.17,0.096,14.2,0.082
25193,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, cuites",entrées et plats composés,plats composés,156.0,5.19,20.9,4.9,3.7,1.9,64.6,50.0,0.1,0.51,20.0,15.0,0.2,75.0,76.0,20.0,195.0,0.48,21.0,119.0,0.25,0.81,1.35,,0.5,0.057,0.066,0.24,0.32,0.038,42.4,0.49
25198,"Pâtes en sauce aux fromages (spaghetti, tagliatelles…), préemballées",entrées et plats composés,plats composés,163.0,7.17,15.9,7.4,1.85,5.85,,,,,,,,,,,310.0,,,,,,,,,,,,,,,
25203,"Pâtes fraîches farcies (ex : raviolis, tortellinis), aux légumes, préemballées, crues",entrées et plats composés,plats composés,255.0,9.4,41.4,5.06,3.02,3.14,,,,,,,,,,,339.0,,,,,,,,,,,,,,,
25216,"Pâtes fraîches farcies (ex : raviolis, tortellinis), cuites (aliment moyen)",entrées et plats composés,plats composés,199.0,7.98,25.7,6.53,2.52,2.82,55.9,54.9,0.18,0.6,8.32,17.2,0.23,86.7,83.1,13.4,287.0,0.64,15.5,78.5,0.12,0.36,0.75,,0.23,0.092,0.055,0.56,0.33,0.047,14.2,0.36
25217,"Feuille de vigne farcie au riz ou dolmas, égouttée, préemballée",entrées et plats composés,plats composés,150.0,2.5,18.6,6.5,2.6,0.8,67.6,70.0,0.15,1.1,20.0,14.0,0.39,42.0,110.0,20.0,534.0,0.36,,685.0,0.25,2.48,64.7,,0.5,0.018,0.01,0.1,0.12,0.042,19.9,
25218,"Lasagnes ou cannellonis aux légumes, préemballés, cuits",entrées et plats composés,plats composés,122.0,4.38,11.8,5.9,,4.3,74.5,76.0,0.1,0.62,20.0,20.0,0.21,85.0,240.0,20.0,238.0,0.54,21.0,531.0,0.25,2.19,6.37,,3.34,0.015,0.063,0.1,0.28,0.08,27.0,0.2
25219,"Lasagnes ou cannellonis aux légumes et au fromage de chèvre, préemballés, cuits",entrées et plats composés,plats composés,179.0,7.0,14.0,10.2,1.4,2.3,65.6,32.0,0.03,0.18,20.0,6.5,0.08,40.0,59.0,20.0,340.0,0.23,54.0,235.0,0.25,1.14,13.7,,0.67,0.041,0.089,0.35,0.36,0.047,39.5,0.18
25635,"Lasagnes ou cannellonis au fromage et aux épinards, préemballés",entrées et plats composés,plats composés,133.0,6.1,11.4,6.6,1.87,3.5,68.1,,,,,,,,,,397.0,,,,,,,,,,,,,,,
4041,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé",entrées et plats composés,plats composés,195.0,8.06,9.5,13.3,1.3,0.57,65.1,,,,,,,,,,398.0,,,,,,,,,,,,,,,
19437,"Fromage de chèvre pané à dorer, préemballé",entrées et plats composés,plats composés,,12.9,15.0,19.2,,3.5,48.6,100.0,0.05,0.27,20.0,14.0,0.13,160.0,120.0,20.0,507.0,0.69,133.0,5.0,0.25,2.79,1.58,,0.5,0.043,0.081,0.1,0.21,0.035,24.9,0.17
25020,Soufflé au fromage,entrées et plats composés,plats composés,184.0,12.9,3.8,12.6,2.1,1.77,67.3,226.0,0.04,0.6,14.8,19.7,0.03,196.0,138.0,4.74,391.0,1.37,131.0,38.0,0.5,0.6,,,1.0,0.05,0.24,0.53,0.58,0.06,20.1,0.6
25137,"Tartiflette, préemballée",entrées et plats composés,plats composés,161.0,6.0,13.5,8.9,0.8,1.25,68.9,74.0,0.05,0.26,20.0,14.0,0.06,95.0,270.0,20.0,300.0,0.57,35.7,16.5,0.25,0.56,0.82,,0.5,0.05,0.061,1.01,0.23,0.13,33.4,0.2
